UNI_ST_UNIDADE,PRO_ST_DEFITEM,PRO_IN_CODIGO,PRO_ST_DESCRICAO,GRU_IDE_ST_CODIGO
UN,OU,10907,CABO PARA VASSOURA DOMESTICA,07
UN,PA,10908,KIT_QD_APTO_ANDALUZ,04
SE,SE,10909,LICENÇA SOFTWARE AUTOCAD FULL,09
SE,SE,10910,LICENÇA SOFTWARE AUTOCAD LT,09
UN,OU,10914,BALDE PLASTICO 20 LITROS,07
UN,FE,10915,NIVEL LASER DE SUPERFICIE GSL 2,08
UN,MP,10916,SILICONE CPS DOW CORNING 280G CINZA,15
M,MP,10928,"VERGALHÃO CA50 5,00MM",15
M2,MP,10931,CERÂMICA SILVER 43X43 PEI 4 - CERAL,15
M2,MP,10932,CERÂMICA URBAN 52X52 PEI 4 - CERAL,15
UN,MP,10933,BUCHA REDUÇÃO 3/4X1/2 LATÃO,01
UN,OU,10934,FITA ARQUEAR PET 16MM,07
UN,MP,10935,GRAMPO PARA FITA DE ARQUEAR 16MM,01
UN,MP,10937,"PARAFUSO CABEÇA LENTILHA LA 4,2X38MM",01
UN,MP,10179,PEDRA ARDÓSIA POLIDA 3 LADOS - 470X20X2CM,15
UN,MP,10180,PEDRA ARDÓSIA POLIDA 3 LADOS - 138X20X2CM,15
UN,OU,10299,BITS PH3 50MM,07
UN,MP,10505,CAIXA PASSAGEM DRYWALL 2X4 - NANOPLASTIC,01
M,MP,10736,PERFIL CALHA P/ BEIRAL SEM REFORÇO DE TABEIRA,15
UN,OU,10911,ANEL ORING 43.82X5.33,07
UN,OU,10912,ANEL ORING ESPECIAL 10X4,07
UN,OU,10913,ANEL ORING ESPECIAL 20X26X3,07
UN,MP,11227,JANELA DE CORRER 2FLH 120X110 AL BRANCO VD LISO 4MM,15
UN,MP,11228,JAN MAXIM-AR 1F FIX SUP(20)/INF(90) - 50X190CM -LISO 4MM+LAM 3+3MM BCO,15
UN,MP,11229,PORTA ALUM GIRO 1F 2TRAV 90X210 - VID LISO 4MM + LAM 3+3MM BRANCO DIR,15
UN,MP,11230,PORTA ALUM GIRO 1F MEIA BASC/VNZ VENT 90X210CM MINI BOREAL BRANCO DIR,15
UN,MP,11231,PORTA ALUM GIRO 1F MEIA BASC/VNZ VENT 90X210CM MINI BOREAL BRANCO ESQ,15
UN,MP,11232,PORTA ALUM GIRO 1F LAMBRI LISO TUB PUXAD INOX 60CM 80X210CM BRANCO DIR,15
UN,MP,11233,PORTA ALUM GIRO 1F LAMBRI LISO TUB PUXAD INOX 60CM 80X210CM BRANCO ESQ,15
UN,MP,11234,PORTA ALUM CORRER 2F 160X220CM VIDRO LISO 4MM + LAMINADO 3+3MM BRANCO,15
UN,CO,9535,OSB R_P2 44_TCT_ADL,15
UN,CO,9536,OSB R_P2 45_TCT_ADL,15
UN,CO,9537,OSB R_P2 49_TCT_ADL,15
UN,CO,9538,OSB R_P2 50_TCT_ADL,15
UN,CO,9539,OSB R_PT 01_TCT_ADL,15
UN,CO,9540,OSB R_PT 02_TCT_ADL,15
UN,CO,9541,OSB R_PT 03_TCT_ADL,15
UN,CO,9542,OSB R_PT 04_TCT_ADL,15
UN,CO,9543,OSB R_PT 05_TCT_ADL,15
UN,CO,9544,OSB R_PT 06_TCT_ADL,15
UN,CO,9545,OSB R_PT 07_TCT_ADL,15
UN,CO,9546,OSB R_PT 08_TCT_ADL,15
UN,CO,9547,OSB R_PT 09_TCT_ADL,15
UN,CO,9548,OSB R_PT 10_TCT_ADL,15
UN,CO,9549,OSB R_PT 11_TCT_ADL,15
UN,CO,9550,OSB R_PT 20_TCT_ADL,15
UN,OU,9739,CINTA CATRACA 50MM 10M 4T,15
UN,MP,10436,"JANELA DE CORRER 140X140CM, 2FLH, VNZ, VD LISO 4MM, BRANCO",15
UN,MP,10437,"JANELA DE CORRER 160X140CM, 2FLH, VNZ, VD LISO 4MM, BRANCO",15
UN,MP,10438,"JANELA DE CORRER 180X140CM, 2FLH, VNZ, VD LISO 4MM, BRANCO",15
UN,OU,10590,PECA DE MADEIRA 25X150X3000MM DE EUCALIPTO,07
UN,MP,10591,"PINGADEIRA DE ALUMÍNIO PRETA 6,10M TCV-0002",15
UN,OU,10592,PECA DE MADEIRA 50X100X3000MM DE EUCALIPTO,07
UN,MP,10593,"CONTRAMARCO PRETO 5,5M TCV-0001",01
M,MP,10595,CHAMINÉ BRANCA,15
UN,MP,10609,TELHA ESMALTADA CINZA VILHENA GRÊS,01
UN,MP,10610,CUMEEIRA CINZA VILHENA GRÊS,15
UN,MP,10611,TERMINAL CUMEEIRA CINZA VILHENA GRÊS,15
UN,MP,10612,ACABAMENTO 3 VIAS CINZA VILHENA GRÊS,15
SC,OU,10613,ARGAMASSA PARA EMBOÇAMENTO VILHENA GRÊS,15
UN,MP,10617,"BUCHA DE REDUÇÃO SOLDÁVEL CURTA 75X60MM, PVC MARROM, ÁGUA FRIA",15
UN,MP,10618,"AUMENTO PARA TORNEIRA 1/2""",15
PC,OU,10582,MARCADOR ELÉTRICO (GRAVADOR),07
UN,OU,10584,ANEL TRAVA INTERNO I25,07
UN,OU,10585,"ANEL ORING 7,5X11,5X2",07
PC,OU,10586,COTOVELO 6X1/8 PLASTICO,07
UN,MP,10938,"CONEXÃO FIXA FÊMEA RETA Ø16MMX1/2"" PEX MULTICAMADA",15
UN,OU,10939,CARTÃO POSTAL,07
UN,OU,10940,CAIXA PERSONALIZADA P/ BRINDE,07
UN,OU,10941,MAGAZINE PARA PREGADEIRA,07
UN,MP,10942,DECK PLÁSTICO 30X30,07
M2,MP,10945,PORCELANATO PARA PISO 42X87CM ACETINADO - LINHA UNIQUE CERAL ABSOLUTO,15
PC,CO,10946,PEÇA PARA MANUTENÇÃO DE FERRAMENTA ELÉTRICA,07
KG,OU,10958,TEXTURA - COR BRANCO NEVE,15
KG,OU,10959,TEXTURA - COR AZUL SAFIRA,15
KG,OU,10960,GRAFIATO - COR BRANCO NEVE,15
KG,OU,10961,GRAFIATO - COR AZUL SAFIRA,15
KG,OU,10962,MASSA NIVELADORA - COR BRANCO NEVE,01
UN,FE,9832,"BIT FENDA 1/4""x50MM",07
UN,MP,11264,"CHAPA PREGO GNA80 14,0X15,9CM",01
PC,PA,11265,TESTE_FUSTE,15
M3,MP,11267,LENHA,15
M2,MP,11268,CERÂMICA PARA PISO 45X45CM PEI4 CLEAN MATE PLUS - IDEALLE REF. 22056,15
M2,MP,11269,REVESTIMENTO CERÂMICO ESMALT. 32X57CM CLEAN MATE PLUS - IDEALLE 24052,15
M2,MP,11270,REVESTIMENTO CERÂMICO ESMALTADO 32X57CM,15
KG,MP,11271,TEXTURA ELASTOMÉRICA - COR CINZA URGANO (INDUSCRIL),15
KG,MP,11272,TEXTURA ELASTOMÉRICA - COR FLOCOS DE ARROZ (INDUSCRIL),15
KG,MP,11273,TEXTURA ELASTOMÉRICA - COR MADAGASCAR (INDUSCRIL),15
UN,OU,11275,SACA PREGO,07
PC,DI,11276,CARRO TROLE MANUAL 2 TONELADAS P/  VIGAS  DE 10 Á 15CM,07
PC,MP,11277,AGENTE ESPUMANTE ADITIVO CONCRETO,15
UN,MP,11278,GESSO ACARTONADO ST 15X1200X2400MM,01
M,OU,11279,FILME ESTATICO 60X100 CM,07
UN,OU,11281,TESTE FACIL PESSEGO MESCLADO 30ML,07
UN,CO,9551,OSB R_PT 31_TCT_ADL,15
UN,CO,9552,OSB R_PT 42_TCT_ADL,15
UN,OU,9596,ARQUIVO DE AÇO 4 GAVETAS ISMA,07
UN,EQ,9601,CAPA DE CHUVA MOTOQUEIRO TAMANHO M,07
UN,EQ,9602,CAPA DE CHUVA MOTOQUEIRO TAMANHO G,07
UN,EQ,9603,CAPA DE CHUVA MOTOQUEIRO TAMANHO GG,07
UN,OU,9611,PEDESTAL COM RODIZIO PARA TV COM BANDEJA PARA NOTEBOOK,15
UN,FE,9661,LIXADEIRA DE TETO/PAREDE PROFISSIONAL,08
M,MP,9672,"CABO FLEXÍVEL 2,50MM 750V VERMELHO",15
M,MP,9673,"CABO FLEXÍVEL 2,50MM 750V AZUL",15
M,MP,9674,"CABO FLEXÍVEL 2,50MM 750V VERDE",15
M2,MP,9726,MANTA DE POLIETILENO EXPANDIDO 4MM,01
UN,MP,9727,"PARAFUSO TELHEIRO PA 1/4""X110MM C/ BORRACHA EPDM TELHA FIBROCIMENTO",01
PC,MT,9757,ADAPTADOR DISPLAYPORT P/ VGA,07
UN,FE,9758,CABO DE FORÇA FONTE DE ALIM. P/ NOT. TRIPOLAR 1.20M PADRÃO CB-37M120,15
UN,MT,9759,FITA DUPLA FACE 12MM ROLO DE 20M TRANSPARENTE,07
BD,MP,9571,"MEMBRANA HIDRÓFUGA LÍQUIDA ""H2-OUT"" 12KG",15
UN,OU,9630,TINTA SPRAY PRETO,07
UN,OU,10131,ORGANIZADOR DE CABOS (VELCRO),07
UN,MP,10168,BOTÃO DE COMANDO,07
M,MP,10256,"TUBO COBRE FLEX 1/2"" X 1/32""",01
M,MP,10257,"TUBO POLIETILENO BLIN. BRANCO 1/2"" X 9MM",01
SE,SE,10316,SERVICO DE PRODUCAO DE CONTEUDO GRAFICO DE ARQUITETURA,09
UN,OU,10317,ADESIVO LOGO TECVERDE BRANCO 100X60CM,07
UN,EQ,10425,MASCARA TNT 40G (BRANCO),07
UN,MP,10619,PERFIL ES 017 BRANCO 1157MM,15
UN,MP,10620,ESP JC ESP IDEALE I SOMENTE FOLHA EXTERNA,15
UN,MP,10621,FECHO MAXIM AR IB 680 BRANCO 250MM,01
UN,MP,10622,FECHADURA 603/11 C/ 55 SEM ABA INOX,01
UN,MP,10623,"BORRACHA VEDAÇÃO 1.1/2""",15
PC,MP,10646,"JUNÇÃO SIMPLES 45X40MM, ESGOTO SÉRIE NORMAL",15
M2,MP,10662,"MANTA PARA PISO LAMINADO 2,5MM - PAVIMENTO TÉRREO",01
UN,OU,10614,CONECTOR MACHO PPR 25X3/4,01
PC,OU,10965,METALON 40X40 MM,07
PC,OU,10966,METALON 40X40X2MM,07
UN,MP,10967,DETECTOR DE FUMAÇA E FOGO C/ BATERIA P/ 5 ANOS,01
UN,MP,10970,"REGISTRO ESFERA COM BORBOLETA 3/4""",01
UN,MP,10971,CURVA 90° LONGA 50MM PVC BRANCO ESGOTO SERIE NORMAL TIGRE,01
UN,MP,10972,"BLOCO CERÂMICO VEDAÇÃO 1,5MPA 11,5X14X24CM",01
PC,OU,10974,SUPORTE DE ANEMÔMETRO GRAVITACIONAL (SP-06),07
UN,PA,10976,KIT_ELE_EPT_FDL,04
UN,PA,10995,TABEIRAS_BL_01/02_FDL,15
UN,MP,10997,"PERFIL METÁLICO 14""X11,46 KG/M",15
UN,OU,10998,"SOQUETE 1/2""X6MMX38MM",07
UN,MT,10999,PINO RODEL DUPLO (DIAMANTADO),07
UN,PA,11009,KIT_PING_TECHOME,15
PC,OU,11010,"METALON 100X150X6,35MM",07
PC,OU,11011,"METALON 100X100X4,75MM",07
UN,PA,11012,KIT_CONTROLE_HID_FDL,04
UN,MT,9627,LIXA DE FERRO 220,07
M,OU,9712,ENTENSÃO ELÉTRICA 10M,15
UN,OU,9713,"DISCO DE CORTE DE MADEIRA 7""x1/4""",07
KG,MP,9737,PREGO ARDOX 18X17 GALVANIZADO,15
SE,SE,10172,SERVIÇO DE CORTE - LASER - CONFORME PROJETO,09
UN,OU,10210,AGUA MINERAL 20L,07
PC,MP,10354,"ABRAÇADEIRA TIPO ""U"" (OMEGA) 1""",01
UN,MP,10279,TÊ SOLDÁVEL DE REDUÇÃO 28MM X 22MM CPVC,01
UN,MP,10778,"LUVA SIMPLES 100MM, ESGOTO SÉRIE REFORÇADA",15
UN,MP,10779,TUBO - ESGOTO - SÉRIE REFORÇADA 100MM/6M,15
UN,MP,10780,ADAPTADOR PARA CAIXA DAGUA COM REGISTRO 40MM SOLD PVC MARROM AF TIGRE,01
M,MP,10781,TUBO MULTICAMADA AMARELO 16MM,15
UN,MP,10782,"COTOVELO 90° COM ROSCA FÊMEA 16MMX1/2"" GÁS PEX MULTICAMADA",15
UN,OU,10783,RALO SECO CILINDRICO 100X40,01
M,MP,10785,"CABO FLEXIVEL ANT.CHAMA 1kV - 90° EPR/HEPR/XLPE C4 16,00MM² PRETO",01
UN,OU,9760,FONTE MONITOR 20EN33 LG 19V 1.2A,07
UN,OU,9761,PEN DRIVE 16MB,15
UN,OU,9762,"CHAVE CATRACA P/ SOQUETE 1/2""",07
UN,OU,9763,KIT TESTADOR E LOCALIZADOR DE CABOS ZUMBIDOR,15
UN,OU,9764,DESENCAPADOR DE CABO LOGICO,15
UN,OU,9765,TESTADOR DE CABOS DE REDE,07
UN,EQ,9766,BOLSA PARA FERRAMENTAS,07
UN,OU,9777,BROCA SERRA COPO 20MM,07
UN,OU,9778,BOTINA DE SEGURANÇA COM METATARSO BICO DE ACO 40,07
UN,OU,9779,BOTINA DE SEGURANÇA COM METATARSO BICO DE ACO 42,07
PC,FE,9785,RÉGUA DE ALUMÍNIO 3M (REFORÇADA),08
UN,OU,9791,KIT CARRETEL DE LINHA PARA DRYWALL 30M,07
UN,PA,9901,P2 07_BLD_FDL,15
UN,PA,9902,P2 08_BLD_FDL,15
UN,PA,9903,P2 09_BLD_FDL,15
UN,PA,9904,P2 10_BLD_FDL,04
UN,FE,9614,CORTADOR DE PISOS E AZULEJOS (CORTE 75CM),08
UN,OU,9776,"PARAFUSO OGIVADO BICROM 4,8x38MM",15
UN,MP,10073,KIT TRELIÇAS_TCT_ADL,15
UN,MP,10665,PERFIL ES 240 BRANCO 1200MM,15
UN,MP,10666,GUARNIÇÃO PT 513282,15
PC,MP,10673,PINUS APARELHADO 38X50X3000MM,15
UN,MP,10676,PISCINA MOD. TROPICAL 10M,15
SE,SE,10683,MO EXECUÇÃO DE ÁREA DE VIVÊNCIA,09
UN,OU,10685,SACO DE LIXO AZUL 200L,07
UN,MP,10688,PAINEL MDP ST 2750X2200X12MM,15
UN,MP,10689,PAINEL MDP ST 2750X2440X12MM,15
UN,MP,10690,PAINEL MDP ST 2440X2135X9MM,15
SE,EQ,10691,GUINDASTE 90 T,15
SE,SE,10692,"DESPESAS GERAIS DO SETOR (CELULAR, INTERNET, etc.) - IND. CANTEIRO",09
UN,OU,10699,PRENSA MEDIA DE ANEL DESLIZANTE PEX 16-20-25,07
UN,OU,10700,TESOURA CORTA TUBOS PEX 32-25-20-16,07
UN,OU,10686,RASCUNHO C/PICOTE 80X115,07
UN,OU,10687,CANETA ESFEROGRAFICA PRETA,07
UN,PA,11013,KIT_CONTROLE_ELE_FDL,04
UN,PA,11014,KIT_CONTROLE_PINUS_FDL,15
UN,MP,11016,"KIT PORTA INT LISA JEQUITIBÁ MELAM. 0,6X2,1M ESQ BAT 151MM VIST 70MM",15
UN,MP,11017,"KIT PORTA INT LISA JEQUITIBÁ MELAM. 0,6X2,1M ESQ BAT 137MM VIST 70MM",15
UN,MP,11018,"KIT PORTA INT LISA JEQUITIBÁ MELAM. 0,6X2,1M DIR BAT 137MM VIST 70MM",15
UN,MP,11019,"KIT PORTA INT LISA JEQUITIBÁ MELAM. 0,6X2,1M DIR BAT 151MM VIST 70MM",15
UN,MP,11020,"KIT PORTA INT LISA JEQUITIBÁ MELAM. 0,8X2,1M DIR BAT 137MM VIST 70MM",15
UN,MP,11021,"KIT PORTA INT LISA JEQUITIBÁ MELAM. 0,8X2,1M ESQ BAT 137MM VIST 70MM",15
PC,OU,11024,"CHAPA METÁLICA 1/2""",15
PC,OU,11025,"CHAPA METÁLICA 3/8""",15
GL,OU,11026,FUNDO A BASE DE EPÓXI,15
UN,MP,11031,FECHO MAXI-AR PADRAO PRETO FEC-131,15
UN,MP,11032,MACANETA 11 IND. CREM. 55MM GRAFITE,15
UN,CO,11034,TEE UNIÃO PLASTICA 8 MM,07
M,CO,11035,TUBO PU AZUL 8MM,07
PC,MP,9567,"TÊ SAÍDA MACHO 25X3/4"" PEX MONOCAMADA",15
PC,MP,9568,UNIÃO 25X25MM PEX MONOCAMADA,15
UN,OU,9572,CORPO CAIXA SIFONADA GIRAFÁCIL 100X140X50MM,01
PC,MP,9695,CAIXA SPLIT CPP 015E FLEX POLAR,01
PC,OU,9696,"PARAF SEXT 3/8""X1.3/4"" ROSCA INTEIRA ZINC BRANCO (ASTM A307 OU A325)",15
UN,MP,9697,CANTONEIRA METÁLICA 80X100X150 TRATADA,01
UN,MP,9698,CANTONEIRA METÁLICA 80X100X150 A TRATAR,15
PC,OU,9699,"PARAF AUTOATARRAXANTE CABEÇA PANELA 3,5X25 C/ FENDA SIMPLES ZINC BRANC",15
UN,MT,9700,"CHUMBADOR PBA 3/8""X2.1/4"" ZINCADO BRANCO",15
SE,SE,9797,FRETE TRELIÇAS,15
SE,SE,9798,"FRETE INSUMOS TECVERDE (CHICOTES, SHAFTS, FIXAÇÕES E DEMAIS)",15
SE,SE,9799,LOCACAO MUNCK MONTAGEM,09
SE,SE,9800,LOCAÇÃO MUNCK/MANIPULADORA,15
SE,SE,9801,MO DE INSTALAÇÃO DE CALHAS E RUFOS,15
SE,SE,9802,"MO MONTAGEM DE QUADROS ELÉTRICOS, CAIXAS E QUADROS DE MEDIÇÃO",09
SE,SE,9803,MO ACABAMENTOS ELÉTRICOS,15
SE,SE,9804,MO INSTALAÇÃO PPCI,09
UN,PA,9905,P2 11_BLD_FDL,15
UN,PA,9906,P2 12_BLD_FDL,15
UN,PA,9907,P2 13_BLD_FDL,15
UN,PA,9908,P2 14_BLD_FDL,15
UN,PA,9909,P2 15_BLD_FDL,15
UN,PA,9910,P2 16_BLD_FDL,15
UN,PA,9911,P2 17_BLD_FDL,15
UN,PA,9912,P2 18_BLD_FDL,15
UN,PA,9913,P2 19_BLD_FDL,15
UN,PA,9914,P2 20_BLD_FDL,15
UN,PA,9915,P2 21_BLD_FDL,15
UN,PA,9916,P2 22_BLD_FDL,15
UN,PA,9917,P2 Viga-Escada_BLD_FDL,04
UN,PA,9918,P3 01_BLD_FDL,15
UN,PA,9919,P3 02_BLD_FDL,15
UN,PA,9920,P3 03_BLD_FDL,15
UN,PA,9921,P3 04_BLD_FDL,15
M,MP,9637,"ARREMATE PARA FORRO EM PVC PERFIL ""U""",01
UN,OU,9711,TV 50 4K LG UR8750,08
UN,OU,10045,TERMINAL 7016,07
UN,OU,10046,TERMINAL FIO 7027,07
UN,OU,10047,PROTETOR 330005-01 CABO ELETRICO DW PEQ,07
UN,OU,10048,ANEL 1610.210.187,07
UN,OU,10049,MANIPULO 161226037,07
UN,OU,10050,PLUGUE 2P 10A 250V,07
UN,OU,10051,ANEL ORING 1610.210.179,07
UN,OU,10052,CAPA PROTETORA 1611.508.047,07
UN,MP,10258,"CONJUNTO MONTADO COM 2 INTERRUPTORES PARALELOS, 10A 250V, 4X2",15
UN,MP,10259,"CONJUNTO MONTADO DE 2 TOMADAS 2P+T, 10A, POSTO HORIZONTAL, 4X2",01
KG,MP,10260,SELADOR E REGULARIZADOR DE CONTRAPISO,15
UN,MP,10401,PREGO 24X60,15
SE,SE,10440,SERVIÇO DE BORRACHARIA,09
UN,DI,10507,CABO ADAPTADOR P3 MACHO X 2 P2 FÊMEA (FONE + MICROFONE),07
UN,MP,10652,PINUS APARELHADO 38X90X3450MM,15
UN,OU,10750,FUNIL,07
BR,MP,10751,BARRA DE FERRO CA 50X3/8,15
UN,MP,10752,COLUNA CBM8MM 7X14 (6MTS),15
PC,CO,11036,COLUNA LUMINOSA COM BUZZER 24 VCC,07
UN,OU,11037,FLUIDO DE FREIO DOT3,07
UN,DI,11038,"BROCA MULTICONSTRUCTION 4,0MM",07
UN,DI,11039,"BROCA MULTICONSTRUCTION 5,0MM",07
UN,MP,11042,"JANELA DE CORRER 4 FLHS 1,5X1M BRANCA VIDRO 8MM TEMP. INCOLOR",15
UN,MP,11043,"JANELA MAXIM-AR 1 FLH 0,6X0,6M BRANCA VIDRO 8MM TEMP. INCOLOR",15
M3,MP,11044,BRITA 1,01
R,MP,11046,"PREGO COIL 3,2X120 ESPIRAL TB - A TRATAR",15
R,MP,11047,"PREGO COIL 2,5X50 ANELADO",15
UN,OU,11048,PREGADOR AIRFIX A130,07
UN,MP,11049,CONJUNTO MONTADO 3 INTERRUPTORES SIMPLES + 1 TOMADA P+T 20A HOR. 4X4,15
UN,OU,11051,"CHUMBADOR PARABOLT 3/8""X3.1/2""",01
UN,OU,9792,MASSAGEOL,07
UN,OU,9793,BUPROVIL,07
UN,OU,9794,BOTA MÉDICA ROBOCOP,07
SE,SE,9805,MO INSTALAÇÃO DA CHURRASQUEIRA,09
SE,SE,9806,MO INSTALAÇÃO DE PISOS (CERÂMICOS),15
SE,SE,9807,MO INSTALAÇÃO DE PISOS (LAMINADOS),15
SE,SE,9808,MO INSTALAÇÃO DE SOLEIRAS,15
SE,SE,9809,MO INSTALAÇÃO DE PORTAS,09
SE,SE,9810,MO PINTURA EXTERNA (SELADOR),15
SE,SE,9811,MO PINTURA EXTERNA (TEXTURA),15
UN,MP,9812,"ADAPTADOR SOLDÁVEL CURTO P/ REGISTRO 20MMX1/2"", PVC MARROM",15
UN,MP,9813,REGISTRO ESFERA VS 20MM SOLDAVEL PVC MARROM AGUA FRIA KRONA,01
UN,MP,9814,"TÊ SOLDÁVEL 20MM, PVC MARROM, ÁGUA FRIA",15
PC,PA,10143,PVTO PT_BLD_FDL,04
PC,PA,10144,PVTO P2_BLD_FDL,04
PC,PA,10145,PVTO P3_BLD_FDL,04
UN,OU,10284,BOCAL DE EXAUSTÃO DI70MM DE (MANG)100MM,07
UN,PA,9922,P3 05_BLD_FDL,15
UN,PA,9923,P3 06_BLD_FDL,15
UN,PA,9924,P3 07_BLD_FDL,15
UN,PA,9925,P3 08_BLD_FDL,15
UN,PA,9926,P3 09_BLD_FDL,15
UN,PA,9927,P3 10_BLD_FDL,15
UN,PA,9928,P3 11_BLD_FDL,15
UN,PA,9929,P3 12_BLD_FDL,15
UN,PA,9930,P3 13_BLD_FDL,15
UN,PA,9931,P3 14_BLD_FDL,15
UN,PA,9932,P3 15_BLD_FDL,15
UN,PA,9933,P3 16_BLD_FDL,15
UN,PA,9934,P3 17_BLD_FDL,15
UN,PA,9935,P3 18_BLD_FDL,15
UN,PA,9936,P3 19_BLD_FDL,15
UN,PA,9937,P3 20_BLD_FDL,15
UN,PA,9938,P3 21_BLD_FDL,15
PC,PA,9581,PVTO P2_TCT_ADL,04
UN,OU,9628,BERMUDA MASCULINA EM BRIM PESADO COM REFORÇO COURVIN,15
UN,OU,10701,ALICATE ALARGADOR DE TUBOS PEX 25-20-16,07
UN,OU,10702,EXTRATOR DE ANÉIS PARA PRENSA MÉDIA DE PEX - ESPIGÃO,07
UN,OU,10703,EXTRATOR DE ANÉIS PARA PRENSA MÉDIA DE PEX - BERÇO 16,07
UN,OU,10704,EXTRATOR DE ANÉIS PARA PRENSA MÉDIA DE PEX - BERÇO 20,07
UN,OU,10705,EXTRATOR DE ANÉIS PARA PRENSA MÉDIA DE PEX - BERÇO 25,07
UN,OU,10706,PRENSA DE MONTAGEM GRANDE PEX 32-25-20-16,07
PC,FE,10713,"ALICATE CORTA CANO 5/8"" 42MM - (MTX)",07
UN,MP,10720,"PROLONGADOR BAKOF TEC 18L - 28,5CM",15
UN,MP,10721,"PROLONGADOR BAKOF TEC 25L - 29,5CM",15
UN,MP,10729,PARAFUSO DRYWALL TA-55 P/ AÇO,01
UN,OU,10753,PRATO DE PLÁSTICO DESCARTÁVEL BRANCO,07
UN,OU,10754,GARFO DESCARTÁVEL BRANCO,07
M2,OU,10756,CERÂMICA PARA TESTES,15
R,MP,10774,"PREGO ANELADO EM ROLO 2,5X50MM A TRATAR CAIXA COM 9000",01
SE,SE,10641,SERVIÇO DE MANUTENÇÃO DE COMPRESSORES,09
KG,OU,10642,GRACHA MULTIUSO,07
UN,EQ,11052,"MOSQUETAO 4"" C/ TRAVA E ROSCA 30KN",07
R,MP,11053,"MANTA ALUMINIZADA AUTO-ADERENTE 0,05X10M",15
FR,OU,11054,IODOPOVIDONA TINTURA (ANTISSÉPTICO),07
UN,MP,11055,"CUBA APOIO 40,5X37 CM RETANGULAR",15
UN,OU,11056,PLUG 2P+T 220V 16A STECK AZUL,07
UN,OU,11057,TOMADA 2P+T 220V 16A STECK AZUL,07
UN,MP,11058,"CONTRAMARCO 1,8M TCV-0001 A TRATAR",15
UN,MP,11059,"CONTRAMARCO BRANCO 1,8M TCV-0001",15
UN,MP,11060,"CONTRAMARCO BRANCO 3,4M TCV-0001",15
UN,MP,11061,"CONTRAMARCO 3,4M TCV-0001 A TRATAR",15
UN,MP,11062,"CONTRAMARCO BRANCO 4,0M TCV-0001",01
UN,MP,11063,"CONTRAMARCO 4,0M TCV-0001 A TRATAR",15
PC,OU,11064,"METALON 100X150X4,75MM",07
PC,OU,11065,"METALON 100X100X4,75MM",07
UN,MP,9605,"TE COM BUCHA DE LATAO 25MMX3/4"" SOLDAVEL PVC AZUL AGUA FRIA TIGRE",01
UN,MP,9607,CAIXA DE PASSAGEM ELÉTRICA DE PAREDE CPT15 SOBREPOR PVC,01
UN,EQ,9738,MACACAO TNT AZUL COM CAPUZ TAMANHO EG,07
UN,PA,9853,E001_BLD_FDL,04
UN,PA,9854,E002_BLD_FDL,04
UN,PA,9855,E003_BLD_FDL,04
UN,PA,9856,E004_BLD_FDL,04
UN,PA,9857,E005_BLD_FDL,04
UN,PA,9858,E006_BLD_FDL,04
UN,PA,9859,E007_BLD_FDL,04
UN,PA,9860,E008_BLD_FDL,04
UN,PA,9861,E009_BLD_FDL,04
UN,PA,9862,E010_BLD_FDL,04
UN,PA,9863,E011_BLD_FDL,04
UN,PA,9864,E012_BLD_FDL,04
UN,PA,9865,E013_BLD_FDL,04
UN,PA,9866,E014_BLD_FDL,04
UN,PA,9939,P3 22_BLD_FDL,15
UN,PA,9940,P3 Viga-Escada_BLD_FDL,04
UN,PA,9941,P4 01_BLD_FDL,15
UN,PA,9942,P4 02_BLD_FDL,15
UN,PA,9943,P4 03_BLD_FDL,15
UN,PA,9944,P4 04_BLD_FDL,15
UN,PA,9945,P4 05_BLD_FDL,15
UN,PA,9946,P4 06_BLD_FDL,15
UN,PA,9947,P4 07_BLD_FDL,15
UN,PA,9948,P4 08_BLD_FDL,15
UN,PA,9949,P4 09_BLD_FDL,15
UN,PA,9950,P4 10_BLD_FDL,15
UN,PA,9951,P4 11_BLD_FDL,15
UN,PA,9952,P4 12_BLD_FDL,15
UN,PA,9953,P4 13_BLD_FDL,15
UN,PA,9954,P4 14_BLD_FDL,15
UN,PA,9955,P4 15_BLD_FDL,15
UN,OU,9675,SUPORTE RETANGULAR PARA MONITOR LED/LCD COM ALTURA REGULÁVEL,15
CM,OU,9733,ADESIVO DE RECORTE 150X90CM,15
UN,MP,10441,TUBO - ESGOTO - SÉRIE NORMAL 250MM/6M,15
UN,MP,10760,"TELA SOLDADA Q-159 X 2,45 X 6,00 (CA 60)",15
UN,MP,10761,TUBO - ESGOTO - SÉRIE NORMAL 150MM/6M,01
UN,OU,10762,CAIXA DE INSPEÇÃO EM PVC DN100 TIGRE,01
UN,OU,10763,PROLONGADOR PVC SEM ENTRADA PARA CAIXA DE GORDURA E INSPEÇÃO TIGRE,01
UN,OU,10764,CAIXA DE AREIA EM PVC DN100 COM GRELHA QUADRADA DE PISO TIGRE,01
UN,OU,10765,PROLONGADOR PVC SEM ENTRADA PARA CAIXA DE AREIA TIGRE,01
UN,OU,10766,CAIXA DE GORDURA EM PVC DN100 TIGRE,01
UN,OU,10767,PROLONGADOR PVC SEM ENTRADA PARA GORDURA TIGRE,01
UN,MP,10768,CAIXA DE ALVENARIA OU CONCRETO 300X300X450MM,15
